RAW_SIMULATION_TIME: 83.460557
Cycle; Dim; Run; Duration
cycle_1; dim_2; EX_prep; 1.476623
cycle_1; dim_2; Post_proc; 0.057315
cycle_1; dim_2; EX_run; 4.549883
cycle_1; dim_2; MD_prep; 1.707138
cycle_1; dim_2; MD_run; 5.543418
cycle_1; dim_1; EX_prep; 1.403227
cycle_1; dim_1; Post_proc; 0.038516
cycle_1; dim_1; EX_run; 1.960952
cycle_1; dim_1; MD_prep; 2.231034
cycle_1; dim_1; MD_run; 15.507335
cycle_2; dim_2; EX_prep; 1.488756
cycle_2; dim_2; Post_proc; 0.047563
cycle_2; dim_2; EX_run; 4.466178
cycle_2; dim_2; MD_prep; 1.845613
cycle_2; dim_2; MD_run; 5.645881
cycle_2; dim_1; EX_prep; 1.446357
cycle_2; dim_1; Post_proc; 0.055897
cycle_2; dim_1; EX_run; 0.889647
cycle_2; dim_1; MD_prep; 1.701365
cycle_2; dim_1; MD_run; 5.289903
cycle_3; dim_2; EX_prep; 1.463974
cycle_3; dim_2; Post_proc; 0.06412
cycle_3; dim_2; EX_run; 5.100365
cycle_3; dim_2; MD_prep; 1.901831
cycle_3; dim_2; MD_run; 5.341197
cycle_3; dim_1; EX_prep; 2.034789
cycle_3; dim_1; Post_proc; 0.065515
cycle_3; dim_1; EX_run; 2.310357
cycle_3; dim_1; MD_prep; 1.732908
cycle_3; dim_1; MD_run; 5.755921
CU_ID; New; exestart; exeEnd; Done; Cycle; Dim; Run
55268dec23769c3ee1257bb8; 22.351663; 24.825663; 27.828663; 28.252663; cycle_1; dim_2; run_MD
55268dec23769c3ee1257bb9; 22.794663; 24.935663; 27.965663; 28.362663; cycle_1; dim_2; run_MD
55268deb23769c3ee1257bb7; 21.871663; 24.717663; 27.692663; 28.138663; cycle_1; dim_2; run_MD
55268deb23769c3ee1257bb6; 21.483663; 23.401663; 26.363663; 26.496663; cycle_1; dim_2; run_MD
55268df223769c3ee1257bba; 28.725663; 29.862663; 33.696663; 33.696663; cycle_1; dim_2; run_EX
55268df223769c3ee1257bbb; 29.098663; 30.179663; 34.189663; 34.189663; cycle_1; dim_2; run_EX
55268df323769c3ee1257bbc; 29.452663; 30.291663; 34.281663; 34.283663; cycle_1; dim_2; run_EX
55268df323769c3ee1257bbd; 29.835663; 30.399663; 34.283663; 34.283663; cycle_1; dim_2; run_EX
55268dd523769c3ee1257bae; 0.197663; 11.458663; 16.664663; 17.386663; cycle_1; dim_1; run_MD
55268dd623769c3ee1257baf; 0.804663; 11.568663; 16.846663; 17.508663; cycle_1; dim_1; run_MD
55268dd723769c3ee1257bb1; 2.105663; 11.885663; 17.208663; 17.729663; cycle_1; dim_1; run_MD
55268dd723769c3ee1257bb0; 1.513663; 11.676663; 17.027663; 17.621663; cycle_1; dim_1; run_MD
55268de723769c3ee1257bb2; 18.013663; 19.062663; 19.973663; 19.979663; cycle_1; dim_1; run_EX
55268de823769c3ee1257bb4; 18.730663; 19.280663; 19.979663; 19.979663; cycle_1; dim_1; run_EX
55268de823769c3ee1257bb3; 18.378663; 19.170663; 19.976663; 19.979663; cycle_1; dim_1; run_EX
55268de823769c3ee1257bb5; 19.051663; 20.588663; 20.981663; 20.981663; cycle_1; dim_1; run_EX
55268e0223769c3ee1257bc6; 44.369663; 46.046663; 49.018663; 49.177663; cycle_2; dim_2; run_MD
55268e0223769c3ee1257bc7; 44.825663; 47.570663; 51.076663; 51.288663; cycle_2; dim_2; run_MD
55268e0323769c3ee1257bc9; 45.711663; 47.788663; 50.849663; 50.938663; cycle_2; dim_2; run_MD
55268e0323769c3ee1257bc8; 45.289663; 47.681663; 51.213663; 51.405663; cycle_2; dim_2; run_MD
55268e0a23769c3ee1257bcd; 52.898663; 54.416663; 57.296663; 57.296663; cycle_2; dim_2; run_EX
55268e0a23769c3ee1257bcc; 52.515663; 53.197663; 56.902663; 56.902663; cycle_2; dim_2; run_EX
55268e0923769c3ee1257bcb; 52.162663; 53.085663; 56.608663; 56.608663; cycle_2; dim_2; run_EX
55268e0923769c3ee1257bca; 51.773663; 52.873663; 56.413663; 56.413663; cycle_2; dim_2; run_EX
55268df923769c3ee1257bc0; 35.743663; 37.982663; 40.988663; 41.346663; cycle_2; dim_1; run_MD
55268df923769c3ee1257bc1; 36.135663; 38.192663; 41.124663; 41.451663; cycle_2; dim_1; run_MD
55268df823769c3ee1257bbe; 34.853663; 36.651663; 39.522663; 39.629663; cycle_2; dim_1; run_MD
55268df923769c3ee1257bbf; 35.322663; 37.870663; 40.851663; 41.236663; cycle_2; dim_1; run_MD
55268e0023769c3ee1257bc4; 42.621663; 43.342663; 43.733663; 43.733663; cycle_2; dim_1; run_EX
55268e0023769c3ee1257bc5; 42.983663; 43.452663; 43.826663; 43.826663; cycle_2; dim_1; run_EX
55268dff23769c3ee1257bc2; 41.922663; 43.123663; 43.545663; 43.545663; cycle_2; dim_1; run_EX
55268e0023769c3ee1257bc3; 42.277663; 43.236663; 43.639663; 43.639663; cycle_2; dim_1; run_EX
55268e1c23769c3ee1257bd7; 70.354663; 73.043663; 75.948663; 76.319663; cycle_3; dim_2; run_MD
55268e1c23769c3ee1257bd8; 70.801663; 73.158663; 76.084663; 76.441663; cycle_3; dim_2; run_MD
55268e1b23769c3ee1257bd6; 69.829663; 71.725663; 74.717663; 74.814663; cycle_3; dim_2; run_MD
