RAW_SIMULATION_TIME: 2284.390843
Cycle; Dim; Run; Duration
cycle_0; dim_2; EX_prep; 27.109851
cycle_0; dim_2; Post_proc; 0.314217
cycle_0; dim_2; EX_run; 142.177567
cycle_0; dim_2; MD_prep; 24.208844
cycle_0; dim_2; MD_run; 126.317714
cycle_0; dim_1; EX_prep; 22.276951
cycle_0; dim_1; Post_proc; 0.901367
cycle_0; dim_1; EX_run; 113.892997
cycle_0; dim_1; MD_prep; 20.753579
cycle_0; dim_1; MD_run; 179.416071
cycle_1; dim_2; EX_prep; 30.806635
cycle_1; dim_2; Post_proc; 0.30635
cycle_1; dim_2; EX_run; 147.244943
cycle_1; dim_2; MD_prep; 26.596333
cycle_1; dim_2; MD_run; 132.143494
cycle_1; dim_1; EX_prep; 25.073917
cycle_1; dim_1; Post_proc; 0.933826
cycle_1; dim_1; EX_run; 127.752562
cycle_1; dim_1; MD_prep; 23.666304
cycle_1; dim_1; MD_run; 132.748893
cycle_2; dim_2; EX_prep; 34.20578
cycle_2; dim_2; Post_proc; 0.308521
cycle_2; dim_2; EX_run; 140.197657
cycle_2; dim_2; MD_prep; 26.819004
cycle_2; dim_2; MD_run; 132.419611
cycle_2; dim_1; EX_prep; 25.035889
cycle_2; dim_1; Post_proc; 0.836533
cycle_2; dim_1; EX_run; 131.207666
cycle_2; dim_1; MD_prep; 27.285475
cycle_2; dim_1; MD_run; 127.995203
cycle_3; dim_2; MD_prep; 28.216394
cycle_3; dim_2; MD_run; 143.906605
cycle_3; dim_1; MD_prep; 23.76985
cycle_3; dim_1; MD_run; 137.396066
CU_ID; New; exestart; exeEnd; Done; Cycle; Dim; Run
